price,address,beds,baths,link,property_type,popularity,date,size
"€345,000","79 Coopers Grange, Old Quarter, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-79-coopers-grange-old-quarter-ballincollig-co-cork/3453918,Semi-D,"3,823",2021-08-02 05:12:38.748006+00:00,103 m²
"€345,000","8 Millers Court, Old Quarter, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-8-millers-court-old-quarter-ballincollig-co-cork/3453894,Semi-D,"2,464",2021-08-02 05:12:50.018243+00:00,106 m²
"€225,000","36 Castlepark, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/terraced-house-36-castlepark-ballincollig-co-cork/3451398,Terrace,"4,502",2021-08-02 05:13:00.592154+00:00,89 m²
"€279,000","104 Caisleán Grove, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-104-caisle-n-grove-ballincollig-co-cork/3447436,Semi-D,"2,867",2021-08-02 05:13:11.178274+00:00,89 m²
"€325,000","14 The Avenue, Highfield Park, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/end-of-terrace-house-14-the-avenue-highfield-park-ballincollig-co-cork/3441522,End of Terrace,"3,536",2021-08-02 05:13:21.262720+00:00,108 m²
"€380,000","Lilly Bank, Model Farm Road, Co. Cork",3 Bed,1 Bath,https://www.daft.ie/for-sale/bungalow-lilly-bank-model-farm-road-co-cork/3439831,Bungalow,"1,675",2021-08-02 05:13:31.518919+00:00,90 m²
"€350,000","22 Beech Road, Muskerry Estate, Ballincollg, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-22-beech-road-muskerry-estate-ballincollg-ballincollig-co-cork/3439813,Semi-D,"1,872",2021-08-02 05:13:41.600648+00:00,130 m²
"€285,000","126 Caisleán Way, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-126-caisle-n-way-ballincollig-co-cork/3483728,Semi-D,"1,434",2021-08-02 05:14:04.851908+00:00,87 m²
"€249,500","194 The Willows, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-194-the-willows-ballincollig-co-cork/3481893,Semi-D,"1,770",2021-08-02 05:14:15.208149+00:00,None
"€229,000","25 Innishmore Drive, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-25-innishmore-drive-ballincollig-co-cork/3482025,Bungalow,"1,916",2021-08-02 05:14:26.283839+00:00,None
"€315,000","15 Glincool Grove, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-15-glincool-grove-ballincollig-co-cork/3480568,Detached,"1,558",2021-08-02 05:14:36.659924+00:00,None
"€260,000","21 Leesdale Drive, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-21-leesdale-drive-ballincollig-co-cork/3475146,Semi-D,"3,110",2021-08-02 05:14:46.961681+00:00,81 m²
"€380,000","Grange Hill, Ovens, Co. Cork",3 Bed,1 Bath,https://www.daft.ie/for-sale/detached-house-grange-hill-ovens-co-cork/3475035,Detached,872,2021-08-02 05:14:57.008881+00:00,105 m²
"€370,000","9 Highfield Crescent, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-9-highfield-crescent-ballincollig-co-cork/3472933,Semi-D,"1,743",2021-08-02 05:15:07.327968+00:00,113 m²
"€280,000","25 Leeview, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-25-leeview-ballincollig-co-cork/3472932,Semi-D,"2,230",2021-08-02 05:15:18.347817+00:00,89 m²
"€395,000","Altona, Kerry Pike, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-altona-kerry-pike-co-cork/3472439,Detached,"4,996",2021-08-02 05:15:28.375192+00:00,158 m²
"€360,000","39 The Brambles, Classes Lake, Ballincollig, Co. Cork",4 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-39-the-brambles-classes-lake-ballincollig-co-cork/3466672,Semi-D,"3,181",2021-08-02 05:15:38.721842+00:00,107 m²
"€380,000","Coolroe Ballincollig Cork, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-coolroe-ballincollig-cork-ballincollig-co-cork/3465760,Bungalow,"3,163",2021-08-02 05:15:49.194557+00:00,134 m²
"€350,000","50 Old Court, Greenfields, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-50-old-court-greenfields-ballincollig-co-cork/3465112,Semi-D,"2,262",2021-08-02 05:15:59.108059+00:00,87 m²
"€275,000","15 Orchard Lane, Aherla, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/terraced-house-15-orchard-lane-aherla-co-cork/3464921,Terrace,"1,687",2021-08-02 05:16:09.126981+00:00,None
"€345,000","79 Coopers Grange, Old Quarter, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-79-coopers-grange-old-quarter-ballincollig-co-cork/3453918,Semi-D,"3,823",2021-08-02 05:16:20.154928+00:00,103 m²
"€345,000","8 Millers Court, Old Quarter, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-8-millers-court-old-quarter-ballincollig-co-cork/3453894,Semi-D,"2,464",2021-08-02 05:16:30.773718+00:00,106 m²
"€225,000","36 Castlepark, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/terraced-house-36-castlepark-ballincollig-co-cork/3451398,Terrace,"4,502",2021-08-02 05:16:40.896654+00:00,89 m²
"€279,000","104 Caisleán Grove, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-104-caisle-n-grove-ballincollig-co-cork/3447436,Semi-D,"2,867",2021-08-02 05:16:50.975649+00:00,89 m²
"€325,000","14 The Avenue, Highfield Park, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/end-of-terrace-house-14-the-avenue-highfield-park-ballincollig-co-cork/3441522,End of Terrace,"3,536",2021-08-02 05:17:00.951467+00:00,108 m²
"€380,000","Lilly Bank, Model Farm Road, Co. Cork",3 Bed,1 Bath,https://www.daft.ie/for-sale/bungalow-lilly-bank-model-farm-road-co-cork/3439831,Bungalow,"1,675",2021-08-02 05:17:11.206905+00:00,90 m²
"€350,000","22 Beech Road, Muskerry Estate, Ballincollg, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-22-beech-road-muskerry-estate-ballincollg-ballincollig-co-cork/3439813,Semi-D,"1,872",2021-08-02 05:17:21.195030+00:00,130 m²
"€330,000","92 Leslies Arch, Old Quarter, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-92-leslies-arch-old-quarter-ballincollig-co-cork/3439767,Detached,"2,486",2021-08-02 05:17:32.138719+00:00,93 m²
"€375,000","The Bungalow, Coolroe, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-the-bungalow-coolroe-ballincollig-co-cork/3439755,Detached,"1,509",2021-08-02 05:17:42.865552+00:00,116 m²
"€395,000","Vesna, 57 Rosewood, Ballincollig, Co. Cork",4 Bed,3 Bath,https://www.daft.ie/for-sale/detached-house-vesna-57-rosewood-ballincollig-co-cork/3433450,Detached,"6,147",2021-08-02 05:17:53.822032+00:00,203 m²
"€345,000","36 Westcourt Heights, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-36-westcourt-heights-ballincollig-co-cork/3413318,Detached,"5,326",2021-08-02 05:18:04.368792+00:00,129 m²
"€315,000","2 Glendower Court, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-2-glendower-court-ballincollig-co-cork/3411945,Semi-D,"4,067",2021-08-02 05:18:14.517632+00:00,None
"€295,000","17 Coolroe Heights, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-17-coolroe-heights-ballincollig-co-cork/3290154,Semi-D,"3,449",2021-08-02 05:18:25.281314+00:00,118 m²
"€300,000","20 Oak Avenue, Classes Lake, Ovens, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-20-oak-avenue-classes-lake-ovens-co-cork/3245743,Semi-D,"4,933",2021-08-02 05:18:35.332705+00:00,None
"€365,000","Fatima, Poulavone, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-fatima-poulavone-ballincollig-co-cork/2933649,Bungalow,"11,962",2021-08-02 05:18:46.487371+00:00,106 m²
"€325,000","Farran Ovens, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-farran-ovens-ballincollig-co-cork/1519052,Bungalow,"24,192",2021-08-02 05:18:56.724350+00:00,167 m²
"€285,000","126 Caisleán Way, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-126-caisle-n-way-ballincollig-co-cork/3483728,Semi-D,"1,752",2021-08-03 05:10:23.585992+00:00,87 m²
"€249,500","194 The Willows, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-194-the-willows-ballincollig-co-cork/3481893,Semi-D,"1,999",2021-08-03 05:10:33.728154+00:00,None
"€229,000","25 Innishmore Drive, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-25-innishmore-drive-ballincollig-co-cork/3482025,Bungalow,"2,133",2021-08-03 05:10:44.693323+00:00,None
"€315,000","15 Glincool Grove, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-15-glincool-grove-ballincollig-co-cork/3480568,Detached,"1,665",2021-08-03 05:10:55.189964+00:00,None
"€260,000","21 Leesdale Drive, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-21-leesdale-drive-ballincollig-co-cork/3475146,Semi-D,"3,255",2021-08-03 05:11:06.307558+00:00,81 m²
"€380,000","Grange Hill, Ovens, Co. Cork",3 Bed,1 Bath,https://www.daft.ie/for-sale/detached-house-grange-hill-ovens-co-cork/3475035,Detached,941,2021-08-03 05:11:16.993556+00:00,105 m²
"€370,000","9 Highfield Crescent, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-9-highfield-crescent-ballincollig-co-cork/3472933,Semi-D,"1,818",2021-08-03 05:11:27.074371+00:00,113 m²
"€280,000","25 Leeview, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-25-leeview-ballincollig-co-cork/3472932,Semi-D,"2,326",2021-08-03 05:11:38.410875+00:00,89 m²
"€395,000","Altona, Kerry Pike, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-altona-kerry-pike-co-cork/3472439,Detached,"5,235",2021-08-03 05:11:48.646226+00:00,158 m²
"€360,000","39 The Brambles, Classes Lake, Ballincollig, Co. Cork",4 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-39-the-brambles-classes-lake-ballincollig-co-cork/3466672,Semi-D,"3,267",2021-08-03 05:11:58.922777+00:00,107 m²
"€380,000","Coolroe Ballincollig Cork, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-coolroe-ballincollig-cork-ballincollig-co-cork/3465760,Bungalow,"3,284",2021-08-03 05:12:09.728555+00:00,134 m²
"€350,000","50 Old Court, Greenfields, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-50-old-court-greenfields-ballincollig-co-cork/3465112,Semi-D,"2,330",2021-08-03 05:12:19.978693+00:00,87 m²
"€275,000","15 Orchard Lane, Aherla, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/terraced-house-15-orchard-lane-aherla-co-cork/3464921,Terrace,"1,745",2021-08-03 05:12:29.948243+00:00,None
"€345,000","79 Coopers Grange, Old Quarter, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-79-coopers-grange-old-quarter-ballincollig-co-cork/3453918,Semi-D,"3,945",2021-08-03 05:12:41.623332+00:00,103 m²
"€345,000","8 Millers Court, Old Quarter, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-8-millers-court-old-quarter-ballincollig-co-cork/3453894,Semi-D,"2,524",2021-08-03 05:12:52.543871+00:00,106 m²
"€225,000","36 Castlepark, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/terraced-house-36-castlepark-ballincollig-co-cork/3451398,Terrace,"4,604",2021-08-03 05:13:03.210436+00:00,89 m²
"€279,000","104 Caisleán Grove, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-104-caisle-n-grove-ballincollig-co-cork/3447436,Semi-D,"2,915",2021-08-03 05:13:14.105648+00:00,89 m²
"€325,000","14 The Avenue, Highfield Park, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/end-of-terrace-house-14-the-avenue-highfield-park-ballincollig-co-cork/3441522,End of Terrace,"3,601",2021-08-03 05:13:24.858586+00:00,108 m²
"€380,000","Lilly Bank, Model Farm Road, Co. Cork",3 Bed,1 Bath,https://www.daft.ie/for-sale/bungalow-lilly-bank-model-farm-road-co-cork/3439831,Bungalow,"1,720",2021-08-03 05:13:35.027985+00:00,90 m²
"€350,000","22 Beech Road, Muskerry Estate, Ballincollg, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-22-beech-road-muskerry-estate-ballincollg-ballincollig-co-cork/3439813,Semi-D,"1,920",2021-08-03 05:13:45.187472+00:00,130 m²
"€285,000","126 Caisleán Way, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-126-caisle-n-way-ballincollig-co-cork/3483728,Semi-D,"1,752",2021-08-03 05:14:08.717364+00:00,87 m²
"€249,500","194 The Willows, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-194-the-willows-ballincollig-co-cork/3481893,Semi-D,"1,999",2021-08-03 05:14:19.049480+00:00,None
"€229,000","25 Innishmore Drive, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-25-innishmore-drive-ballincollig-co-cork/3482025,Bungalow,"2,133",2021-08-03 05:14:29.702349+00:00,None
"€315,000","15 Glincool Grove, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-15-glincool-grove-ballincollig-co-cork/3480568,Detached,"1,665",2021-08-03 05:14:40.317349+00:00,None
"€260,000","21 Leesdale Drive, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-21-leesdale-drive-ballincollig-co-cork/3475146,Semi-D,"3,255",2021-08-03 05:14:50.714287+00:00,81 m²
"€380,000","Grange Hill, Ovens, Co. Cork",3 Bed,1 Bath,https://www.daft.ie/for-sale/detached-house-grange-hill-ovens-co-cork/3475035,Detached,941,2021-08-03 05:15:00.766340+00:00,105 m²
"€370,000","9 Highfield Crescent, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-9-highfield-crescent-ballincollig-co-cork/3472933,Semi-D,"1,818",2021-08-03 05:15:10.950507+00:00,113 m²
"€280,000","25 Leeview, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-25-leeview-ballincollig-co-cork/3472932,Semi-D,"2,328",2021-08-03 05:15:22.212877+00:00,89 m²
"€395,000","Altona, Kerry Pike, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-altona-kerry-pike-co-cork/3472439,Detached,"5,235",2021-08-03 05:15:32.204158+00:00,158 m²
"€360,000","39 The Brambles, Classes Lake, Ballincollig, Co. Cork",4 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-39-the-brambles-classes-lake-ballincollig-co-cork/3466672,Semi-D,"3,267",2021-08-03 05:15:42.215883+00:00,107 m²
"€380,000","Coolroe Ballincollig Cork, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-coolroe-ballincollig-cork-ballincollig-co-cork/3465760,Bungalow,"3,284",2021-08-03 05:15:52.339167+00:00,134 m²
"€350,000","50 Old Court, Greenfields, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-50-old-court-greenfields-ballincollig-co-cork/3465112,Semi-D,"2,330",2021-08-03 05:16:02.383948+00:00,87 m²
"€275,000","15 Orchard Lane, Aherla, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/terraced-house-15-orchard-lane-aherla-co-cork/3464921,Terrace,"1,745",2021-08-03 05:16:12.332369+00:00,None
"€345,000","79 Coopers Grange, Old Quarter, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-79-coopers-grange-old-quarter-ballincollig-co-cork/3453918,Semi-D,"3,945",2021-08-03 05:16:23.619646+00:00,103 m²
"€345,000","8 Millers Court, Old Quarter, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-8-millers-court-old-quarter-ballincollig-co-cork/3453894,Semi-D,"2,524",2021-08-03 05:16:34.515233+00:00,106 m²
"€225,000","36 Castlepark, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/terraced-house-36-castlepark-ballincollig-co-cork/3451398,Terrace,"4,604",2021-08-03 05:16:45.350958+00:00,89 m²
"€279,000","104 Caisleán Grove, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-104-caisle-n-grove-ballincollig-co-cork/3447436,Semi-D,"2,915",2021-08-03 05:16:55.813825+00:00,89 m²
"€325,000","14 The Avenue, Highfield Park, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/end-of-terrace-house-14-the-avenue-highfield-park-ballincollig-co-cork/3441522,End of Terrace,"3,601",2021-08-03 05:17:05.747974+00:00,108 m²
"€380,000","Lilly Bank, Model Farm Road, Co. Cork",3 Bed,1 Bath,https://www.daft.ie/for-sale/bungalow-lilly-bank-model-farm-road-co-cork/3439831,Bungalow,"1,720",2021-08-03 05:17:15.899631+00:00,90 m²
"€350,000","22 Beech Road, Muskerry Estate, Ballincollg, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-22-beech-road-muskerry-estate-ballincollg-ballincollig-co-cork/3439813,Semi-D,"1,920",2021-08-03 05:17:26.032718+00:00,130 m²
"€330,000","92 Leslies Arch, Old Quarter, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-92-leslies-arch-old-quarter-ballincollig-co-cork/3439767,Detached,"2,560",2021-08-03 05:17:37.417670+00:00,93 m²
"€375,000","The Bungalow, Coolroe, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-the-bungalow-coolroe-ballincollig-co-cork/3439755,Detached,"1,555",2021-08-03 05:17:47.961328+00:00,116 m²
"€395,000","Vesna, 57 Rosewood, Ballincollig, Co. Cork",4 Bed,3 Bath,https://www.daft.ie/for-sale/detached-house-vesna-57-rosewood-ballincollig-co-cork/3433450,Detached,"6,242",2021-08-03 05:17:58.156831+00:00,203 m²
"€345,000","36 Westcourt Heights, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-36-westcourt-heights-ballincollig-co-cork/3413318,Detached,"5,387",2021-08-03 05:18:09.228603+00:00,129 m²
"€315,000","2 Glendower Court, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-2-glendower-court-ballincollig-co-cork/3411945,Semi-D,"4,115",2021-08-03 05:18:19.645988+00:00,None
"€295,000","17 Coolroe Heights, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-17-coolroe-heights-ballincollig-co-cork/3290154,Semi-D,"3,488",2021-08-03 05:18:30.395290+00:00,118 m²
"€300,000","20 Oak Avenue, Classes Lake, Ovens, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-20-oak-avenue-classes-lake-ovens-co-cork/3245743,Semi-D,"4,977",2021-08-03 05:18:40.414969+00:00,None
"€365,000","Fatima, Poulavone, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-fatima-poulavone-ballincollig-co-cork/2933649,Bungalow,"12,011",2021-08-03 05:18:51.072755+00:00,106 m²
"€325,000","Farran Ovens, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-farran-ovens-ballincollig-co-cork/1519052,Bungalow,"24,283",2021-08-03 05:19:01.291746+00:00,167 m²
"€280,000","25 Leeview, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-25-leeview-ballincollig-co-cork/3486572,Semi-D,321,2021-08-04 05:10:24.777262+00:00,89 m²
"€350,000","50 Old Court, Greenfields, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-50-old-court-greenfields-ballincollig-co-cork/3486599,Semi-D,253,2021-08-04 05:10:34.988193+00:00,87 m²
"€375,000","The Bungalow, Coolroe, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-the-bungalow-coolroe-ballincollig-co-cork/3486576,Detached,201,2021-08-04 05:10:45.719066+00:00,116 m²
"€330,000","92 Leslies Arch, Old Quarter, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-92-leslies-arch-old-quarter-ballincollig-co-cork/3486584,Detached,228,2021-08-04 05:10:56.642919+00:00,93 m²
"€370,000","9 Highfield Crescent, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-9-highfield-crescent-ballincollig-co-cork/3486597,Semi-D,171,2021-08-04 05:11:06.817873+00:00,113 m²
"€350,000","22 Beech Road, Muskerry Estate, Ballincollg, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-22-beech-road-muskerry-estate-ballincollg-ballincollig-co-cork/3486618,Semi-D,122,2021-08-04 05:11:17.109117+00:00,130 m²
"€380,000","Lilly Bank, Model Farm Road, Co. Cork",3 Bed,1 Bath,https://www.daft.ie/for-sale/bungalow-lilly-bank-model-farm-road-co-cork/3486645,Bungalow,129,2021-08-04 05:11:27.426172+00:00,90 m²
"€345,000","8 Millers Court, Old Quarter, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-8-millers-court-old-quarter-ballincollig-co-cork/3486664,Semi-D,134,2021-08-04 05:11:38.906780+00:00,106 m²
"€285,000","126 Caisleán Way, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-126-caisle-n-way-ballincollig-co-cork/3483728,Semi-D,"2,061",2021-08-04 05:11:49.573507+00:00,87 m²
"€249,500","194 The Willows, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-194-the-willows-ballincollig-co-cork/3481893,Semi-D,"2,295",2021-08-04 05:11:59.901175+00:00,None
"€229,000","25 Innishmore Drive, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-25-innishmore-drive-ballincollig-co-cork/3482025,Bungalow,"2,317",2021-08-04 05:12:10.793794+00:00,None
"€315,000","15 Glincool Grove, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-15-glincool-grove-ballincollig-co-cork/3480568,Detached,"1,763",2021-08-04 05:12:21.436919+00:00,None
"€260,000","21 Leesdale Drive, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-21-leesdale-drive-ballincollig-co-cork/3475146,Semi-D,"3,423",2021-08-04 05:12:32.107226+00:00,81 m²
"€380,000","Grange Hill, Ovens, Co. Cork",3 Bed,1 Bath,https://www.daft.ie/for-sale/detached-house-grange-hill-ovens-co-cork/3475035,Detached,976,2021-08-04 05:12:42.455686+00:00,105 m²
"€395,000","Altona, Kerry Pike, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-altona-kerry-pike-co-cork/3472439,Detached,"5,462",2021-08-04 05:12:53.324789+00:00,158 m²
"€360,000","39 The Brambles, Classes Lake, Ballincollig, Co. Cork",4 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-39-the-brambles-classes-lake-ballincollig-co-cork/3466672,Semi-D,"3,383",2021-08-04 05:13:03.758768+00:00,107 m²
"€380,000","Coolroe Ballincollig Cork, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/bungalow-coolroe-ballincollig-cork-ballincollig-co-cork/3465760,Bungalow,"3,387",2021-08-04 05:13:14.405369+00:00,134 m²
"€275,000","15 Orchard Lane, Aherla, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/terraced-house-15-orchard-lane-aherla-co-cork/3464921,Terrace,"1,797",2021-08-04 05:13:24.681385+00:00,None
"€345,000","79 Coopers Grange, Old Quarter, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-79-coopers-grange-old-quarter-ballincollig-co-cork/3453918,Semi-D,"4,067",2021-08-04 05:13:35.986992+00:00,103 m²
"€225,000","36 Castlepark, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/terraced-house-36-castlepark-ballincollig-co-cork/3451398,Terrace,"4,738",2021-08-04 05:13:46.862413+00:00,89 m²
"€280,000","25 Leeview, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-25-leeview-ballincollig-co-cork/3486572,Semi-D,321,2021-08-04 05:14:10.848619+00:00,89 m²
"€350,000","50 Old Court, Greenfields, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-50-old-court-greenfields-ballincollig-co-cork/3486599,Semi-D,253,2021-08-04 05:14:20.987689+00:00,87 m²
"€375,000","The Bungalow, Coolroe, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-the-bungalow-coolroe-ballincollig-co-cork/3486576,Detached,201,2021-08-04 05:14:31.570569+00:00,116 m²
"€330,000","92 Leslies Arch, Old Quarter, Ballincollig, Co. Cork",3 Bed,2 Bath,https://www.daft.ie/for-sale/detached-house-92-leslies-arch-old-quarter-ballincollig-co-cork/3486584,Detached,228,2021-08-04 05:14:42.802446+00:00,93 m²
"€370,000","9 Highfield Crescent, Ballincollig, Co. Cork",3 Bed,3 Bath,https://www.daft.ie/for-sale/semi-detached-house-9-highfield-crescent-ballincollig-co-cork/3486597,Semi-D,171,2021-08-04 05:14:53.167679+00:00,113 m²
"€350,000","22 Beech Road, Muskerry Estate, Ballincollg, Ballincollig, Co. Cork",4 Bed,2 Bath,https://www.daft.ie/for-sale/semi-detached-house-22-beech-road-muskerry-estate-ballincollg-ballincollig-co-cork/3486618,Semi-D,122,2021-08-04 05:15:03.642731+00:00,130 m²
